	0	1	2	3
1279	H025 - Hungry	Hungry I come to You for I know You satisfy		[E]
1280	H030 - How Great Is Our God	The splendor of the King clothed in majesty	143.0	[A]
1281	S007 - Set A Fire	 There’s no place I would rather be	68.0	[B]
1282	S008 - Set Apart			[A]
1283	S009 - Shine A Light	 Waking up to another life		[D]
1284	B012 - Blessed Be Your Name	Blessed be Your name in the land that is plentiful	118.0	[A]
1285	B013 - Break Every Chain	There is power in the name of Jesus  (x3)		[A]
1286	B014 - Break Our Hearts	Break our hearts, oh God, break our hearts		[A]
1287	B015 - Breathe	  This is the air I breathe	66.5	[G]
1288	B016 - Broken Vessels (Amazing Grace)	Em   G   Em   G	141.0	[G]
1289	B017 - Build Your Kingdom Here	Come set Your rule and reign in our hearts again		[C]
1290	B018 - Bread of Life	Bread of life, living water, come feed my soul		[A]
1291	C001 - Came To My Rescue	Falling on my knees in worship	82.0	[C]
1292	C002 - Can A Nation Be Changed	Can a nation be changed?		[A]
1293	S010 - Shout To The Lord	 My Jesus, my Savior, Lord there is none like You		[A]
1294	S011 - Shout Unto God	The enemy has been defeated	147.0	[A]
1295	C003 - Captivate Us	Em  D  C   Bb  D/F# G		[G]
1296	C004 - Change My Heart Oh God	   Change my heart, O God		[C]
1297	C005 - Chosen Generation	We run, with passion for Your name, we run	138.0	[A]
1298	U001 - Unashamed	I have not much to offer You, not near what You deserve		[E]
1299	U002 - Unchanging	Great is Your faithfulness	106.0	[G]
1300	Y001 - You	Invading all my weakness You wrapped me up in grace 	143.0	[A]
1301	W020 - With Everything	Open our eyes to see the things that make Your heart cry	138.0	[A]
1302	W019 - With All I Am	  Into Your hand   I commit again	137.0	[D]
1303	C006 - Christ Is Enough	Christ is my reward 	160.0	[A]
1304	C008 - Closer (Pull Me A Little Closer)	Your love has ravished my heart	70.0	[G]
1305	C009 - Come And Fill Me Up	I can feel You flowing through me		[A]
1306	C010 - Come As You Are	Come out of sadness from wherever you've been		[C]
1307	C011 - Come Home Running	Oh heart of mine, why must you stray		[A]
1308	C012 - Come Now Is The Time To Worship	Come, now is the time to worship	112.0	[G]
1309	C014 - Come To The Water	Come, come to the water		[C]
1310	C015 - Come Ye Sinners	 Come ye sinners, poor and needy	150.0	[A]
1311	C016 - Consuming Fire	There must be more than this		[G]
1312	U003 - Undivided Heart	  Teach me Your way oh, Lord		[G]
1313	V001 - Victor's Crown	"You are always fighting for us 	heaven’s angels all around "		[C]
1314	W001 - Waiting Here For You		132.0	[G]
1315	W002 - Wake	At break of day in hope we rise	131.0	[G]
1316	I004 - I Come	I come to give  an offering		[G]
1317	I005 - I Could Sing Of Your Love Forever	Over the mountains and the sea,  Your river runs with love for me	90.0	[E]
1318	W003 - We Are Hungry	  Lord I want more of You  living water rain down on me	88.0	[G]
1319	I006 - I Exalt Thee	For Thou, O Lord, art high above all the earth		[D]
1320	I007 - I Give Myself Away	I give myself away    		[D]
1321	I008 - I Give You My Heart	This is my desire to honor You		[G]
1322	W005 - We Cry Out	Father of life, seated on Your throne of grace		[G]
1323	I009 - I Lift My Hands	Be still, there is a Healer	154.0	[G]
1324	I010 - I Need You	I am frail, broken easily		[A]
1325	I011 - I Need You More	I need You more, more than yesterday		[D]
1326	I012 - I Offer My Life	All that I am, all that I have	142.0	[E]
1327	I013 - I Stand In Awe	You are beautiful beyond description	140.0	[G]
1328	I014 - I Surrender	Here I am, down on my knees again	154.0	[E]
1329	W006 - We Exalt You	  As Your people we have gathered,   with the angels we praise   		[G]
1330	W007 - We Fall Down	We fall down, we lay our crowns	136.0	[D]
1331	W008 - We Speak To Nations	Hear the sound the sound of the nations calling		[F]
1332	W009 - We The Redeemed	There is nothing like Your love    no exchange for all You gave	73.8	[E]
1333	W010 - We Will Worship The Lamb Of Glory	We will worship the Lamb of Glory		[E]
1334	W012 - When I Think About The Lord	When I think about the Lord	107.0	[G]
1335	W013 - When The Fight Calls	You’ve overcome this world with love	163.0	[C]
1336	W014 - Where We Belong	 There is no height or depth		[A]
1337	W015 - Who May Ascend	Who may ascend the hill of the Lord?	93.0	[A]
1338	W016 - Who You Are	   Your glory speaks in every language	152.0	[G]
1339	W017 - Wholly Yours	 I am full of earth You are heaven’s worth	153.0	[A]
1340	W018 - Wide As The Sky	  Hands up hearts open wide as the sky 	132.0	[A]
1341	I016 - I Want To Love You More	I want to love You more		[D]
1342	I017 - I Will Follow	All Your ways are good, all Your ways are sure		[G]
1343	I018 - I Will Offer Up My Life	I will offer up my life in spirit and truth		[D]
1344	I020 - I'm Going Free (Jailbreak)		115.0	[E]
1345	I021 - I'm Not Ashamed	When You found me		[G]
1346	I022 - If I Have You	 I don’t need the riches of this world	140.0	[E]
1347	I023 - In Christ Alone (I Place My Trust)	In Christ alone I place my trust		[G]
1348	I024 - In Christ Alone (Passion)	In Christ alone my hope is found	136.0	[E]
1349	T006 - Tell The World	Don’t wanna stand here and shout Your praise		[A]
1350	S012 - Show Me Your Glory	I see the cloud           I step in          		[E]
1351	D002 - Did You Feel The Mountains Tremble	Did you feel the mountains tremble? Did you hear the oceans roar?	121.0	[C]
1352	G008 - God I Look To You	God I look to You, I won’t be overwhelmed	136.0	[A]
1353	G009 - God Is Able	God is able   He will never fail	158.0	[A]
1354	C018 - Create In Me A Clean Heart	Create in me a clean heart, O God	80.0	[G]
1355	F008 - Fire Fall Down	You bought my life with the blood that You shed on the cross 		[E]
1356	Y006 - You Are Holy (Prince Of Peace)	You are holy (echo), You are mighty (echo)	142.0	[E]
1357	D003 - Do What You Want To	It's Your heart we're searching for 	115.0	[D]
1358	F011 - For Who You Are	   Standing here in Your presence	115.2	[E]
1359	F012 - Forever (Give Thanks)	Give thanks to the Lord	118.0	[G]
1360	F013 - Forever (We Sing Hallelujah)		143.0	[G]
1361	F014 - Forever Reign	You are good You are good when there's nothing good in me	83.0	[C]
1362	F019 - From The Inside Out	A thousand times I’ve failed still Your mercy remains	137.0	[C]
1363	G007 - God Be Praised/Our God Reigns	  Across the earth we see worshippers believe	144.0	[A]
1364	G006 - Go	In the Father there is freedom	150.0	[A]
1365	G004 - Glorious Ruins	When the mountains fall		[E]
1366	G003 - Give Us Clean Hands	  We bow our hearts,   we bend our knees		[G]
1367	F015 - Found In You		118.0	[C]
1368	F009 - Follow You	You lived among the least of these		[A]
1369	F010 - For The Sake Of The World	  I'm laying down my life     I’m giving up control	77.0	[G]
1370	F016 - Free	Who will free me from this body of death		[G]
1371	F017 - Freedom Reigns	Where the Spirit of the Lord is there is freedom		[A]
1372	G002 - Give Thanks	Give thanks with a grateful heart	170.0	[E]
1373	G005 - Glory	  Great is the Lord God Almighty	110.0	[E]
1374	A032 - Alive in You	 	153.0	[G]
1375	Y023 - Yes And Amen		144.0	[D]
1376	H005 - Hallelujah (Our God Reigns)	Hallelujah 	153.0	[G]
1377	R008 - Radiant	From far above the sky You shine Your glory	135.0	[G]
1378	T023 - This We Know	You are who You say You are	148.0	[B]
1379	A001 - A New Hallelujah	Can you hear there's a new song		[A]
1380	J012 - Jesus I Come	       	140.0	[D]
1381	H035 - Here As In Heaven		139.0	[D]
1382	H036 - Hear Us From Heaven	Lord hear our cry    	144.0	[G]
1383	G025 - God Is Here	  Open our eyes, Lord, we want to see You	121.0	[D]
1384	I031 - In God We Trust	G D A Bm	161.0	[D]
1385	W022 - What A Beautiful Name	Verse 1	136.0	[D]
1386	S026 - Spirit Of The Living God	 Spirit of the living God 	134.0	[D]
1387	G026 - Grace To Grace		121.0	[F]
1388	Y024 - Your Love Awakens Me	B /// | // C#m7 / | E /// | // F#sus /	101.0	[B]
1389	P007 - Praise The King	There’s a reason why the curse of sin is broken	147.0	[C]
1390	D006 - Do It Again	 	172.0	[Bb]
1391	B019 - Build My Life		140.0	[G]
1392	M016 - Miracles		144.0	[D]
1393	L016 - Let There Be Light	| C | C | G/F | F | G6 | G | Fmaj7 | F |	142.0	[C]
1394	O024 - Only Wanna Sing		131.5	[G]
1395	Y025 - You Make Me Brave	Ab | Fm | Eb/G | Eb | Ab | Fm | Eb | Eb 	138.0	[Eb]
1396	H037 - Here I Am Send Me	Bb | Dm | C/E | F | F/A	152.0	[F]
1397	I034 - It Is Well	Intro	130.0	[G]
1398	U004 - Unstoppable God	D | Em7 | Csus2	132.0	[G]
1399	L018 - The Lion And The Lamb	B | / / C#m / | E | E :||	176.0	[B]
1400	I032 - I Came For You		148.0	[C]
1401	R009 - Ready For You		172.0	[G]
1402	F020 - Flame Of Fire Rushing Wind			[Gb, A]
1403	B020 - Boldly I Approach	 By grace alone somehow I stand 	138.0	[G]
1404	M018 - My One My All	Just one touch               	77.0	[Db]
1405	T024 - Tremble	Peace, bring it all to peace	148.0	[C]
1406	Holiness & Purity			
1407	O009 - One Pure And Holy Passion	Give me one pure and holy passion  		[C]
1408	R003 - Refiner's Fire	Purify my heart		[E]
1409	S002 - Sanctuary	Pure and holy, tried and true		[D]
1410	H007 - Healing	Broken and beaten,   I come to You		[A]
1411	H009 - The Heart Of Worship	When the music fades, all is stripped away		[D]
1412	T003 - Take My Life	Holiness, holiness is what I long for 		[G]
1413	U003 - Undivided Heart	  Teach me Your way oh, Lord		[G]
1414	C018 - Create In Me A Clean Heart	Create in me a clean heart, O God	80.0	[G]
1415	Missions, Evangelism, The Nations			
1416	L004 - Let It Echo (Heaven Fall)	We've only scratched the surface	140.0	[Bb]
1417	M002 - Madly	And I'm madly in love with You		[E]
1418	L007 - Let Your Glory Fall	Father of creation, unfold Your sovereign plan		[G]
1419	H024 - Hosanna (Hillsong)	I see the King of glory coming on the clouds with fire	74.5	[E]
1420	M008 - Mighty To Save	Everyone needs compassion	146.0	[A]
1421	O021 - Our Heart	Our heart, our desire		[A]
1422	T020 - To The Ends Of The Earth	Love unfailing   overtaking my heart    		[G]
1423	S006 - Send Me Out	Jesus Lord of my salvation Savior of my soul		[G]
1424	Y016 - You Said	You said ask and you will receive   whatever you need 		[A]
1425	T007 - Testify to Love	All the colors of the rainbow, all the voices of the wind		[C]
1426	P008 - The Power Of Your Name	Surely children weren’t made for the streets		[A]
1427	W008 - We Speak To Nations	Hear the sound the sound of the nations calling		[F]
1428	T006 - Tell The World	Don’t wanna stand here and shout Your praise		[A]
1429	F009 - Follow You	You lived among the least of these		[A]
1430	F010 - For The Sake Of The World	  I'm laying down my life     I’m giving up control	77.0	[G]
1431	A001 - A New Hallelujah	Can you hear there's a new song		[A]
1432	H037 - Here I Am Send Me	Bb | Dm | C/E | F | F/A	152.0	[F]
1433	Reflection & Prayer			
1434	A003 - Above All Else	Jesus my passion in life is to know You	148.5	[D]
1435	A002 - Above All	Above all powers above all kings		[G]
1436	A007 - Alas And Did My Savior Bleed	Alas! And did my Savior bleed and did my Sovereign die		[F]
1437	Y018 - Your Beloved	Lord it was You who created the heavens 		[G]
1438	K004 - Knowing You	All I once held dear, built my life upon		[C]
1439	I025 - In The Secret	In the secret, in the quiet place	107.0	[G]
1440	J002 - Jesus Loves Me		82.0	[C]
1441	Y009 - You Are My Strength	You are my strength	154.0	[G]
1442	L008 - Lifesong	Empty Hands held high such a small sacrifice		[A]
1443	O009 - One Pure And Holy Passion	Give me one pure and holy passion  		[C]
1444	J011 - Jesus, Your Love		126.0	[D]
1445	L007 - Let Your Glory Fall	Father of creation, unfold Your sovereign plan		[G]
1446	Y011 - You Breathe	A quiet place far away in the center of my heart		[E]
1447	L009 - Light The Fire Again	Don’t let my love grow cold		[G]
1448	O012 - One Voice	Father we ask of You this day	129.0	[D]
1449	A030 - Awesome In This Place	As I come into Your presence		[D]
1450	B001 - Be Thou My Vision	Be Thou my vision O Lord of my heart	170.0	[D]
1451	B002 - Beautiful Exchange	You were near though I was distant	138.0	[D]
1452	M004 - Majesty	Here I am humbled by Your Majesty	138.0	[A]
1453	G016 - Grace Flows Down	Amazing grace   how sweet the sound		[E]
1454	B005 - Before The Throne Of God Above	Before the throne of God above	139.0	[D]
1455	S016 - Something More	Here at Your feet, I lay down my dreams		[C]
1456	O021 - Our Heart	Our heart, our desire		[A]
1457	O023 - Overflow	Here I bring my stains and crowns		[G]
1458	P001 - Place Of Freedom			[E]
1459	P005 - Psalm 19	May the words of my mouth		[C]
1460	R003 - Refiner's Fire	Purify my heart		[E]
1461	R004 - Reign In Us	You thought of us before the world began to breathe	144.0	[A]
1462	H004 - He Knows My Name	     I have a Maker		[E]
1463	S002 - Sanctuary	Pure and holy, tried and true		[D]
1464	H027 - House of the Lord	I love to live in Your house, O Lord		[E]
1465	H029 - How Deep The Father's Love For Us	How deep the Father's love for us	118.0	[D, G]
1466	Y015 - You Rescued Me	You rescued me and picked me up		[E]
1467	X008 - Silent Night	Silent night holy night	84.3	[A]
1468	X007 - O Holy Night	O holy night, the stars are brightly shining	156.6	[A]
1469	Y007 - You Are My All In All	You are my strength when I am weak	128.0	[G]
1470	H009 - The Heart Of Worship	When the music fades, all is stripped away		[D]
1471	H034 - Humble King	Oh kneel me down again   here at Your feet		[D]
1472	T005 - Take My Life and Let It Be	Take my life and let it be consecrated Lord to Thee		[D]
1473	H014 - Here In Your Presence	Found in Your hands fullness of joy		[C]
1474	N001 - Never Once	Standing on this mountaintop looking just how far we’ve come		[G]
1475	N007 - None But Jesus	  In the quiet   in the stillness I know that You are God	139.0	[C]
1476	M017  - The More I Seek You	The more I seek You   the more I find You		[E]
1477	O007 - Once Again			[D]
1478	N010 - Nothing But The Blood 	What can wash away my sin		[E]
1479	H019 - Holy Fire	Holy fire from heaven descend to us we pray		[D]
1480	W023 - The Wonderful Cross	When I survey the wondrous cross	146.0	[D]
1481	T011 - There Is None Like You	There is none like You  		[G]
1482	B016 - Broken Vessels (Amazing Grace)	Em   G   Em   G	141.0	[G]
1483	C004 - Change My Heart Oh God	   Change my heart, O God		[C]
1484	T010 - Turn Your Eyes Upon Jesus	Look full in His wonderful face		[D]
1485	W019 - With All I Am	  Into Your hand   I commit again	137.0	[D]
1486	C010 - Come As You Are	Come out of sadness from wherever you've been		[C]
1487	U003 - Undivided Heart	  Teach me Your way oh, Lord		[G]
1488	W007 - We Fall Down	We fall down, we lay our crowns	136.0	[D]
1489	I022 - If I Have You	 I don’t need the riches of this world	140.0	[E]
1490	C018 - Create In Me A Clean Heart	Create in me a clean heart, O God	80.0	[G]
1491	X009 - Noel	Love incarnate, love divine	137.5	[Db]
1492	X011 - O Little Town of Bethlehem	O little town of Bethlehem, how still we see thee lie	116.0	[D]
1493	W024 - What A Friend We Have In Jesus	What a friend we have in Jesus	150.0	[D]
1494	Children			
1495	E006 - Every Move I Make	"Every move I make, I make in You, 		"		[G]
1496	L015 - Little By Little	He's changing me, my precious Jesus		[G]
1497	D001 - Deep, Deep	Deep, deep, oh, deep down, down		[G]
1498	Trust			
1499	G012 - God Of My Days	You awaken my heart from slumbering		[G]
1500	M001 - Made Me Glad	I will bless the Lord forever	162.0	[B]
1501	J006 - Jesus Lover Of My Soul (Hillsong)	Jesus, lover of my soul         		[G]
1502	L012 - Lord I Need You	Lord I come, I confess		[A]
1503	I029 - It Is Well	When peace like a river attendeth my way		[C]
1504	I030 - It Is Well With My Soul	When peace like a river attendeth my way	87.0	[G]
1505	G011 - God Of Ages	God of ages  bringing glory here		[G]
1506	O023 - Overflow	Here I bring my stains and crowns		[G]
1507	M012 - My God Reigns	I have a hope so sure an anchor for my soul	82.0	[A]
1508	G022 - Great Is Thy Faithfulness	Great is Thy faithfulness, O God my Father	151.0	[D]
1509	T018 - Tis So Sweet To Trust In Jesus	’Tis so sweet to trust in Jesus,	80.0	[G]
1510	S003 - Satisfied	 When all the wind of my cares knock me down   		[A]
1511	G001 - Give Me Faith	I need You to soften my heart	143.0	[A]
1512	N012 - Nothing I Hold Onto	I lean not on my own understanding	134.0	[G, None]
1513	N013 - Nothing Is Impossible	Through You I can do anything 	142.0	[G]
1514	O003 - Oceans (Where Feet May Fail)	  You call me out upon the waters	132.0	[D]
1515	I009 - I Lift My Hands	Be still, there is a Healer	154.0	[G]
1516	I017 - I Will Follow	All Your ways are good, all Your ways are sure		[G]
1517	I022 - If I Have You	 I don’t need the riches of this world	140.0	[E]
1518	I023 - In Christ Alone (I Place My Trust)	In Christ alone I place my trust		[G]
1519	I024 - In Christ Alone (Passion)	In Christ alone my hope is found	136.0	[E]
1520	D006 - Do It Again	 	172.0	[Bb]
1521	M016 - Miracles		144.0	[D]
1522	L016 - Let There Be Light	| C | C | G/F | F | G6 | G | Fmaj7 | F |	142.0	[C]
1523	Y025 - You Make Me Brave	Ab | Fm | Eb/G | Eb | Ab | Fm | Eb | Eb 	138.0	[Eb]
1524	I034 - It Is Well	Intro	130.0	[G]
1525	W024 - What A Friend We Have In Jesus	What a friend we have in Jesus	150.0	[D]
1526	Thankfulness & Adoration			
1527	E009 - Every Praise	Every praise is to our God	117.5	[D]
1528	Z001 - 10,000 Reasons (Bless The Lord)	Bless the Lord O my soul 	73.0	[G]
1529	A004 - Adonai		150.0	[B]
1530	A005 - Agnus Dei	Alleluia, alleluia for the Lord God Almighty reigns	136.0	[A]
1531	A007 - Alas And Did My Savior Bleed	Alas! And did my Savior bleed and did my Sovereign die		[F]
1532	J007 - Jesus, Only Jesus	Who has the power to raise the dead	134.0	[C]
1533	A022 - Amazed	You dance over me while I am unaware	147.0	[E]
1534	J008 - Jesus, Son Of God		152.0	[B]
1535	L006 - Let My Words Be Few	You are God in heaven 		[G]
1536	A023 - Amazing Grace (My Chains Are Gone)	Amazing Grace, how sweet the sound	126.0	[D]
1537	A024 - Amazing Grace	Amazing Grace! How sweet the sound	145.0	[E]
1538	J010 - Jesus You Alone	Jesus You alone shall be my first love, my first love	130.0	[A]
1539	Y003 - You Alone Can Rescue	Who oh Lord could save themselves	152.0	[B]
1540	K001 - Kindness	Open up the    skies of mercy		[G]
1541	Y002 - You Alone Are God	I confess my hope in the light of Your salvation		[C]
1542	Y004 - You Are God Alone (Not A God)	You are not a god created by human hands		[C]
1543	J001 - Jesus At The Center	Jesus at the center of it all	129.0	[E]
1544	J006 - Jesus Lover Of My Soul (Hillsong)	Jesus, lover of my soul         		[G]
1545	J005 - Jesus Lover Of My Soul	It’s all about You,  Jesus		[D]
1546	Y021 - Your Name	As morning dawns and evening fades 		[A]
1547	S013 - Sing Sing Sing	We will sing sing sing	145.0	[E]
1548	J011 - Jesus, Your Love		126.0	[D]
1549	T013 - This Is Amazing Grace	   Who breaks the power of sin and darkness	116.0	[A]
1550	L002 - Let Everything That Has Breath	Praise You in the morning, praise You in the evening	116.0	[E]
1551	M003 - Majestic	O Lord our Lord how majestic is	126.0	[D]
1552	L013 - Lost In Wonder	You chose the cross with every breath 		[G]
1553	E004 - Ever Be		134.0	[D]
1554	B004 - Because He Lives	God sent His Son		[G]
1555	B003 - Beauty For Ashes			[A]
1556	T014－This Is How We Know	This is how we know  this is how we know what love is	72.5	[G]
1557	S016 - Something More	Here at Your feet, I lay down my dreams		[C]
1558	E002 - Endless Light	From the highest throne to the earth below	121.5	[C]
1559	N003 - No Higher Calling	Down at Your feet, O Lord, is the most high place		[A]
1560	O022 - Our Love Is Loud	When we sing hear our songs to You		[E]
1561	E003 - Enough	You are my supply my breath of life		[G]
1562	E005 - Evermore	Lost for words with all to say		[G]
1563	R002 - Reaching For You	You created me inside Your great imagination	135.4	[A]
1564	T017 - 'Til I See You	The greatest love that anyone could ever know		[E]
1565	T018 - Tis So Sweet To Trust In Jesus	’Tis so sweet to trust in Jesus,	80.0	[G]
1566	S003 - Satisfied	 When all the wind of my cares knock me down   		[A]
1567	S004 - Saviour King	Let now the weak say I have strength		[E]
1568	H028 - How Can I Keep From Singing	There is an endless song echoes in my soul I hear the music ring	199.0	[A]
1569	B009 - Bless His Holy Name	And all that is within me		[E]
1570	E007 - Everything	  With rain, with sun     With much, with less		[C]
1571	Y012 - You Deserve	What is this love given to us	150.0	[G]
1572	S019 - Stay Amazed	You are enthroned above the heavens 		[A]
1573	Y007 - You Are My All In All	You are my strength when I am weak	128.0	[G]
1574	H008 - Hear Our Praises	May our homes be filled with dancing		[C]
1575	H012 - Here I Am To Worship	Light of the world You stepped down into darkness	144.0	[E, E]
1576	F005 - Father Of Lights	Father of lights, You delight in Your children		[A]
1577	F007 - Filled With Your Glory	In my heart, in my heart there is a fire burning	123.0	[G]
1578	I003 - I Can Only Imagine	I can only imagine what it will be like		[E]
1579	I001 - I Adore	"  The universe is at Your feet			"		[E]
1580	M014 - My Jesus I Love Thee	My Jesus, I love Thee I know Thou   are mine		[D]
1581	T008 - Thank You	Thank You for Your kindness   thank You for Your mercy	145.0	[C]
1582	O025 - The Old Rugged Cross	On a hill far away stood an old rugged cross	84.0	[G]
1583	O007 - Once Again			[D]
1584	H018 - Holy And Anointed One	Jesus, Jesus		[G]
1585	N011 - Nothing But The Blood (Your Blood)	Your blood speaks a better word		[A]
1586	T011 - There Is None Like You	There is none like You  		[G]
1587	O002 - O Praise The Name (Anastasis)		145.0	[A, A]
1588	O005 - O Praise Him	Turn your ear to heaven and hear the noise inside		[A]
1589	H030 - How Great Is Our God	The splendor of the King clothed in majesty	143.0	[A]
1590	S010 - Shout To The Lord	 My Jesus, my Savior, Lord there is none like You		[A]
1591	U001 - Unashamed	I have not much to offer You, not near what You deserve		[E]
1592	W021 - Wonderful Merciful Savior	Wonderful, merciful Savior		[C]
1593	C013 - Come Thou Fount	Come thou fount of every blessing	143.0	[C]
1594	I005 - I Could Sing Of Your Love Forever	Over the mountains and the sea,  Your river runs with love for me	90.0	[E]
1595	I006 - I Exalt Thee	For Thou, O Lord, art high above all the earth		[D]
1596	I008 - I Give You My Heart	This is my desire to honor You		[G]
1597	I013 - I Stand In Awe	You are beautiful beyond description	140.0	[G]
1598	W006 - We Exalt You	  As Your people we have gathered,   with the angels we praise   		[G]
1599	W009 - We The Redeemed	There is nothing like Your love    no exchange for all You gave	73.8	[E]
1600	W010 - We Will Worship The Lamb Of Glory	We will worship the Lamb of Glory		[E]
1601	W012 - When I Think About The Lord	When I think about the Lord	107.0	[G]
1602	W014 - Where We Belong	 There is no height or depth		[A]
1603	W017 - Wholly Yours	 I am full of earth You are heaven’s worth	153.0	[A]
1604	W018 - Wide As The Sky	  Hands up hearts open wide as the sky 	132.0	[A]
1605	I016 - I Want To Love You More	I want to love You more		[D]
1606	I018 - I Will Offer Up My Life	I will offer up my life in spirit and truth		[D]
1607	I019 - I'd Rather Have Jesus	I’d rather have Jesus than silver or gold	101.9	[C]
1608	G008 - God I Look To You	God I look to You, I won’t be overwhelmed	136.0	[A]
1609	Y006 - You Are Holy (Prince Of Peace)	You are holy (echo), You are mighty (echo)	142.0	[E]
1610	F011 - For Who You Are	   Standing here in Your presence	115.2	[E]
1611	F012 - Forever (Give Thanks)	Give thanks to the Lord	118.0	[G]
1612	F018 - Friend Of God	Who am I that You are mindful of me	127.0	[E]
1613	G007 - God Be Praised/Our God Reigns	  Across the earth we see worshippers believe	144.0	[A]
1614	G002 - Give Thanks	Give thanks with a grateful heart	170.0	[E]
1615	J012 - Jesus I Come	       	140.0	[D]
1616	W022 - What A Beautiful Name	Verse 1	136.0	[D]
1617	O024 - Only Wanna Sing		131.5	[G]
1618	L018 - The Lion And The Lamb	B | / / C#m / | E | E :||	176.0	[B]
1619	F020 - Flame Of Fire Rushing Wind			[Gb, A]
1620	B020 - Boldly I Approach	 By grace alone somehow I stand 	138.0	[G]
